model,benchmark,benchmark_key,bank_type,variant,status,split_strategy,feature_source,metrics_path,predictions_path,n_rows,roc_auc,roc_auc_ci_lower,roc_auc_ci_upper,pr_auc,pr_auc_ci_lower,pr_auc_ci_upper
qwen3-vl-8b,POPE popular,popular,object_conditioned,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/object_conditioned/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/object_conditioned/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/object_conditioned/drift_only.parquet,3000,0.8476439118385315,0.8223552703857422,0.870715320110321,0.1333426684141159,0.10375417768955231,0.17481526732444763
qwen3-vl-8b,POPE popular,popular,object_conditioned,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/object_conditioned/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/object_conditioned/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/object_conditioned/no_manifold.parquet,3000,0.7739163041114807,0.729730486869812,0.8142558932304382,0.11001831293106079,0.07973409444093704,0.14870430529117584
qwen3-vl-8b,POPE popular,popular,object_conditioned,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/object_conditioned/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/object_conditioned/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/object_conditioned/full_curve.parquet,3000,0.8881598114967346,0.8649688363075256,0.9077277779579163,0.1931885927915573,0.1507718563079834,0.2496933937072754
qwen3-vl-8b,POPE popular,popular,shared,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/shared/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/shared/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/shared/drift_only.parquet,3000,0.8939257860183716,0.8765565752983093,0.9091026782989502,0.17011480033397675,0.1349431574344635,0.21409419178962708
qwen3-vl-8b,POPE popular,popular,shared,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/shared/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/shared/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/shared/no_manifold.parquet,3000,0.739845871925354,0.6981893181800842,0.7816959023475647,0.09755329042673111,0.06948570907115936,0.13534888625144958
qwen3-vl-8b,POPE popular,popular,shared,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/shared/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/shared/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/shared/full_curve.parquet,3000,0.9012991786003113,0.8848850727081299,0.9157569408416748,0.1833290308713913,0.1461544930934906,0.23232914507389069
qwen3-vl-8b,POPE popular,popular,shuffled_object,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/shuffled_object/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/shuffled_object/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/shuffled_object/drift_only.parquet,3000,0.8785026669502258,0.8476117253303528,0.9072760939598083,0.29448214173316956,0.22167199850082397,0.39027300477027893
qwen3-vl-8b,POPE popular,popular,shuffled_object,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/shuffled_object/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/shuffled_object/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/shuffled_object/no_manifold.parquet,3000,0.8108587861061096,0.7768016457557678,0.8452187776565552,0.13311012089252472,0.09631440788507462,0.18592038750648499
qwen3-vl-8b,POPE popular,popular,shuffled_object,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/popular/shuffled_object/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/popular/shuffled_object/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/popular/shuffled_object/full_curve.parquet,3000,0.9034444689750671,0.8756569027900696,0.9296644926071167,0.3600841760635376,0.28061389923095703,0.4657309353351593
qwen3-vl-8b,DASH-B,dash-b,object_conditioned,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/object_conditioned/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/object_conditioned/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/object_conditioned/drift_only.parquet,2682,0.9173794984817505,0.9021773934364319,0.9312477707862854,0.7358266711235046,0.6972610950469971,0.7707642912864685
qwen3-vl-8b,DASH-B,dash-b,object_conditioned,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/object_conditioned/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/object_conditioned/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/object_conditioned/no_manifold.parquet,2682,0.9176678657531738,0.9013059735298157,0.9307673573493958,0.7391559481620789,0.70258629322052,0.7753475904464722
qwen3-vl-8b,DASH-B,dash-b,object_conditioned,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/object_conditioned/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/object_conditioned/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/object_conditioned/full_curve.parquet,2682,0.9169554710388184,0.9015706777572632,0.9309592247009277,0.7336445450782776,0.695375382900238,0.7698362469673157
qwen3-vl-8b,DASH-B,dash-b,shared,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/shared/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/shared/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/shared/drift_only.parquet,2682,0.8986398577690125,0.8816508054733276,0.912433385848999,0.7174755930900574,0.6799576878547668,0.7510995268821716
qwen3-vl-8b,DASH-B,dash-b,shared,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/shared/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/shared/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/shared/no_manifold.parquet,2682,0.9447802901268005,0.9346405267715454,0.9540342688560486,0.8641476631164551,0.8432677984237671,0.8837555050849915
qwen3-vl-8b,DASH-B,dash-b,shared,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/shared/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/shared/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/shared/full_curve.parquet,2682,0.8989282250404358,0.8808786273002625,0.9136216640472412,0.7206990718841553,0.6849570870399475,0.7531892657279968
qwen3-vl-8b,DASH-B,dash-b,shuffled_object,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/shuffled_object/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/shuffled_object/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/shuffled_object/drift_only.parquet,2682,0.9088754653930664,0.8944266438484192,0.9204660058021545,0.740080714225769,0.6987902522087097,0.7757665514945984
qwen3-vl-8b,DASH-B,dash-b,shuffled_object,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/shuffled_object/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/shuffled_object/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/shuffled_object/no_manifold.parquet,2682,0.8021364808082581,0.7806504964828491,0.8218066096305847,0.5784689784049988,0.5306109189987183,0.6234621405601501
qwen3-vl-8b,DASH-B,dash-b,shuffled_object,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/qwen3-vl-8b/dash-b/shuffled_object/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/qwen3-vl-8b/dash-b/shuffled_object/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/qwen3-vl-8b/dash-b/shuffled_object/full_curve.parquet,2682,0.9086284041404724,0.89471834897995,0.9197845458984375,0.7344229221343994,0.688469648361206,0.7712796926498413
internvl3.5-8b,POPE popular,popular,object_conditioned,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/object_conditioned/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/object_conditioned/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/object_conditioned/drift_only.parquet,3000,0.8783971071243286,0.8619158267974854,0.8960371613502502,0.4236033260822296,0.36417487263679504,0.4824714660644531
internvl3.5-8b,POPE popular,popular,object_conditioned,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/object_conditioned/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/object_conditioned/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/object_conditioned/no_manifold.parquet,3000,0.8309410810470581,0.80854332447052,0.8536370992660522,0.3408144414424896,0.2863563597202301,0.4014819264411926
internvl3.5-8b,POPE popular,popular,object_conditioned,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/object_conditioned/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/object_conditioned/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/object_conditioned/full_curve.parquet,3000,0.8966191411018372,0.8787159323692322,0.9131590127944946,0.507196307182312,0.4436483681201935,0.5632781386375427
internvl3.5-8b,POPE popular,popular,shared,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/shared/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/shared/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/shared/drift_only.parquet,3000,0.8653523325920105,0.847683310508728,0.8822017312049866,0.34742438793182373,0.2991223931312561,0.4002975821495056
internvl3.5-8b,POPE popular,popular,shared,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/shared/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/shared/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/shared/no_manifold.parquet,3000,0.6772620677947998,0.6403048634529114,0.7121872305870056,0.16369619965553284,0.13487674295902252,0.2048545926809311
internvl3.5-8b,POPE popular,popular,shared,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/shared/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/shared/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/shared/full_curve.parquet,3000,0.8707196712493896,0.8546988368034363,0.8869520425796509,0.3551049828529358,0.30565378069877625,0.40571391582489014
internvl3.5-8b,POPE popular,popular,shuffled_object,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/shuffled_object/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/shuffled_object/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/shuffled_object/drift_only.parquet,3000,0.8705839514732361,0.850073516368866,0.8898005485534668,0.4515574276447296,0.39111754298210144,0.5076573491096497
internvl3.5-8b,POPE popular,popular,shuffled_object,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/shuffled_object/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/shuffled_object/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/shuffled_object/no_manifold.parquet,3000,0.8435972929000854,0.8222001194953918,0.8680707216262817,0.3858717679977417,0.33023911714553833,0.45267435908317566
internvl3.5-8b,POPE popular,popular,shuffled_object,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/popular/shuffled_object/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/popular/shuffled_object/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/popular/shuffled_object/full_curve.parquet,3000,0.8759641647338867,0.8567528128623962,0.894320011138916,0.4543534815311432,0.39042073488235474,0.5128692984580994
internvl3.5-8b,DASH-B,dash-b,object_conditioned,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/object_conditioned/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/object_conditioned/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/object_conditioned/drift_only.parquet,2682,0.8582754135131836,0.8418412804603577,0.8729719519615173,0.7057223320007324,0.6675052642822266,0.7409363389015198
internvl3.5-8b,DASH-B,dash-b,object_conditioned,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/object_conditioned/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/object_conditioned/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/object_conditioned/no_manifold.parquet,2682,0.8737946152687073,0.8565211296081543,0.8879019021987915,0.7030575275421143,0.6634712219238281,0.7358694076538086
internvl3.5-8b,DASH-B,dash-b,object_conditioned,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/object_conditioned/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/object_conditioned/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/object_conditioned/full_curve.parquet,2682,0.8585729002952576,0.841899573802948,0.8735032677650452,0.7126434445381165,0.6753711104393005,0.7466356158256531
internvl3.5-8b,DASH-B,dash-b,shared,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/shared/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/shared/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/shared/drift_only.parquet,2682,0.7892724275588989,0.7692555785179138,0.8075555562973022,0.6043662428855896,0.5583055019378662,0.6449764966964722
internvl3.5-8b,DASH-B,dash-b,shared,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/shared/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/shared/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/shared/no_manifold.parquet,2682,0.7949730157852173,0.77476567029953,0.8133133053779602,0.5753877758979797,0.536692202091217,0.6179679036140442
internvl3.5-8b,DASH-B,dash-b,shared,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/shared/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/shared/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/shared/full_curve.parquet,2682,0.7951733469963074,0.7762715816497803,0.8128603100776672,0.6169198751449585,0.5719345211982727,0.6568256616592407
internvl3.5-8b,DASH-B,dash-b,shuffled_object,drift_only,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/shuffled_object/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/shuffled_object/drift_only.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/shuffled_object/drift_only.parquet,2682,0.8134541511535645,0.7946406602859497,0.8304689526557922,0.645993709564209,0.6023577451705933,0.6876903176307678
internvl3.5-8b,DASH-B,dash-b,shuffled_object,no_manifold,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/shuffled_object/no_manifold.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/shuffled_object/no_manifold.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/shuffled_object/no_manifold.parquet,2682,0.7370181679725647,0.714514970779419,0.7601572275161743,0.5348926186561584,0.48970308899879456,0.5766394734382629
internvl3.5-8b,DASH-B,dash-b,shuffled_object,full_curve,ok,image_grouped,outputs/gpu_round_2026_04/bank_identity/features/internvl3.5-8b/dash-b/shuffled_object/local_pca.parquet,outputs/gpu_round_2026_04/bank_identity/metrics/internvl3.5-8b/dash-b/shuffled_object/full_curve.json,outputs/gpu_round_2026_04/bank_identity/predictions/internvl3.5-8b/dash-b/shuffled_object/full_curve.parquet,2682,0.8167436122894287,0.7986502647399902,0.8338220119476318,0.660178005695343,0.6193296313285828,0.6992584466934204
